qid;query;system;rank_in_system;doc_id;score;tokens;expansions;expanded_query;title;url;relevance 1;relevance 2;relevance 3;relevance
1;audit internal;SEM_BASE;1;6278;0.6187817454;;;audit internal;Pengaruh Audit Fee, Audit Tenure, Dan Audit Delay Terhadap Kualitas Audit Dengan Komite Audit Sebagai Variabel Moderasi;https://repository.upnjatim.ac.id/26913/;1;1;1;1
1;audit internal;SEM_FT;9;6458;0.6317472458;;;audit internal;KREDIBILITAS DAN AKURASI VIRTUALISASI AUDIT TERHADAP KUALITAS ASSESMENT DAN OPINI AUDITOR;https://repository.upnjatim.ac.id/27225/;1;2;1;1
1;audit internal;SEM_FT;11;9259;0.6237774491;;;audit internal;PENGARUH INDEPENDENSI AUDITOR, KOMPETENSI AUDITOR DAN PROFESIONALISME AUDITOR TERHADAP KUALITAS AUDIT (STUDI PADA KANTOR AKUNTAN PUBLIK WILAYAH SURABAYA);https://repository.upnjatim.ac.id/3673/;1;1;1;1
1;audit internal;SEM_FT;8;6180;0.6346305609;;;audit internal;PENGARUH KOMPETENSI DAN PENGALAMAN AUDITOR TERHADAP KUALITAS AUDIT DIMODERASI PENERAPAN TEKNOLOGI INFORMASI;https://repository.upnjatim.ac.id/26712/;1;1;1;1
1;audit internal;SEM_FT_QE;11;6861;0.5821838379;audit internal;tenure auditor lag going independensi komite concern judgment kap eksternal;audit internal tenure auditor lag going independensi komite concern judgment kap eksternal;PENGARUH SOLVABILITAS, AUDITOR SWITCHING DAN AUDITOR’S OPINION TERHADAP AUDIT DELAY DENGAN RETURN ON EQUITY SEBAGAI VARIABEL INTERVENING;https://repository.upnjatim.ac.id/2888/;1;1;1;1
1;audit internal;SEM_BASE;4;7440;0.5912277699;;;audit internal;Pengaruh Kualitas Audit dan Auditor Switching terhadap Tindakan Manajemen Laba Pada Perusahaan Perbankan Yang Tercatat BEI Tahun 2018-2022 dengan Audit Fee sebagai Variabel Mediasi;https://repository.upnjatim.ac.id/30308/;2;2;1;2
1;audit internal;BM25_QE;15;6472;;;;audit internal;PENGARUH OPINION SHOPPING DAN DISCLOSURE TERHADAP OPINI AUDIT GOING CONCERN DIMODERASI PRIOR OPINION;https://repository.upnjatim.ac.id/2725/;1;0;1;1
1;audit internal;BM25_QE;13;10652;;;;audit internal;Pengaruh Audit Fee Kompetensi, Independensi Dan Time Budget Pressure Terhadap Kualitas Audit (Studi Empiris KAP Di Kota Surabaya);https://repository.upnjatim.ac.id/39510/;1;1;1;1
1;audit internal;SEM_BASE_QE;3;7674;0.5937927365;audit internal;tenure auditor lag going independensi komite concern judgment kap eksternal;audit internal tenure auditor lag going independensi komite concern judgment kap eksternal;PENGARUH DISCLOSURE DAN OPINI AUDIT TAHUN SEBELUMNYA TERHADAP OPINI AUDIT GOING CONCERN DENGAN OPINION SHOPPING SEBAGAI VARIABEL MODERASI;https://repository.upnjatim.ac.id/319/;2;2;1;2
1;audit internal;BM25_QE;1;1;;;;audit internal;OPINION SHOPPING SEBAGAI PEMODERASI PENGARUH FINANCIAL DISTRESS, AUDIT CLIENT TENURE DAN REPUTASI AUDITOR TERHADAP OPINI AUDIT GOING CONCERN;https://repository.upnjatim.ac.id/1001/;1;1;1;1
1;audit internal;SEM_FT;7;6629;0.6352049708;;;audit internal;ANALISIS FAKTOR-FAKTOR YANG MEMPENGARUHI AUDIT DELAY PADA PERUSAHAAN MANUFAKTUR (Studi Empiris pada Perusahaan Manufaktur yang terdaftar di Bursa Efek Indonesia Periode 2016-2020);https://repository.upnjatim.ac.id/27977/;1;1;1;1
1;audit internal;SEM_BASE;10;13671;0.5567690134;;;audit internal;PENGARUH KOMPETENSI AUDITOR EKSTERNAL DAN TEKNIK AUDIT BERBANTUAN KOMPUTER TERHADAP JASA AUDIT E-COMMERCE;https://repository.upnjatim.ac.id/6570/;1;1;1;1
1;audit internal;SEM_BASE;6;8952;0.5755056143;;;audit internal;PENGARUH KOMPETENSI AUDITOR TERHADAP KUALITAS AUDIT DIMEDIASI KOMITMEN ORGANISASI DI SEKTOR PUBLIK;https://repository.upnjatim.ac.id/3579/;2;2;1;2
1;audit internal;BM25_QE;2;14879;;;;audit internal;DETERMINAN PENERIMAAN OPINI AUDIT GOING CONCERN: FINANCIAL DISTRESS SEBAGAI MODERASI;https://repository.upnjatim.ac.id/8733/;2;2;1;2
1;audit internal;SEM_BASE_QE;7;9344;0.5835928321;audit internal;tenure auditor lag going independensi komite concern judgment kap eksternal;audit internal tenure auditor lag going independensi komite concern judgment kap eksternal;Pengaruh Independensi Auditor, Good Corporate Governance dan Kualitas Audit Terhadap Integritas Pelaporan Keuangan;https://repository.upnjatim.ac.id/37031/;2;2;1;2
1;audit internal;SEM_BASE;13;6595;0.5475306511;;;audit internal;FRAUD HEXAGON THEORY DALAM MENDETEKSI KECURANGAN LAPORAN KEUANGAN PADA PERBANKAN YANG TERDAFTAR DI BURSA EFEK INDONESIA TAHUN 2015-2019;https://repository.upnjatim.ac.id/2761/;0;0;0;0
1;audit internal;SEM_BASE_QE;14;9382;0.5406322479;audit internal;tenure auditor lag going independensi komite concern judgment kap eksternal;audit internal tenure auditor lag going independensi komite concern judgment kap eksternal;Pengaruh Struktur Kepemilikan, Dewan Komisaris, Dan Komite Audit Terhadap Pengungkapan Pengendalian Internal Pada Perusahaan Perbankan Yang Terdaftar Di Bei Tahun 2021-2023;https://repository.upnjatim.ac.id/37095/;1;1;1;1
1;audit internal;SEM_FT_QE;4;3809;0.6295797825;audit internal;tenure auditor lag going independensi komite concern judgment kap eksternal;audit internal tenure auditor lag going independensi komite concern judgment kap eksternal;PENGARUH STRUKTUR AUDIT,KONFLIK PERAN,BUDAYA ORGANISASI,KOMITMEN ORGANISASI,DAN INDEPENDENSI TERHADAP KINERJA AUDITOR;https://repository.upnjatim.ac.id/20481/;1;1;1;1
1;audit internal;SEM_BASE_QE;2;5523;0.6005729437;audit internal;tenure auditor lag going independensi komite concern judgment kap eksternal;audit internal tenure auditor lag going independensi komite concern judgment kap eksternal;Determinan Audit Report Lag di Indonesia (Studi pada Perusahaan Properti Yang Terdaftar BEI pada 2021-2022);https://repository.upnjatim.ac.id/25230/;1;1;1;1
1;audit internal;BM25_QE;12;9792;;;;audit internal;PENGARUH OBEDIENCE PRESSURE, INDEPENDENSI, DAN KEAHLIAN AUDIT TERHADAP AUDIT JUDGMENT (Studi Empiris Pada Kantor Akuntan Publik Di Wilayah Surabaya Timur);https://repository.upnjatim.ac.id/3796/;1;1;1;1
1;audit internal;SEM_BASE;11;6869;0.5544987917;;;audit internal;ANALISIS KOMPETENSI DAN INDEPENDENSI AUDITOR TERHADAP KUALITAS AUDIT DENGAN DUE PROFESSIONAL CARE SEBAGAI VARIABEL INTERVENING (Studi pada Kantor Akuntan Publik di Surabaya Timur);https://repository.upnjatim.ac.id/2891/;1;1;1;1
1;audit internal;SEM_FT;2;13143;0.6573871374;;;audit internal;"Pembuatan Sistem Audit Mutu Internal Studi Kasus : UPN ""Veteran"" Jawa Timur";https://repository.upnjatim.ac.id/5578/;1;1;1;1
1;audit internal;SEM_FT;14;5584;0.6031973362;;;audit internal;PENGARUH REMOTE AUDIT DAN SKEPTISME PROFESIONAL AUDITOR DALAM MENJAGA KUALITAS AUDIT PADA KANTOR AKUNTAN PUBLIK WILAYAH SURABAYA;https://repository.upnjatim.ac.id/25449/;1;2;1;1
1;audit internal;SEM_BASE_QE;5;1868;0.5931274295;audit internal;tenure auditor lag going independensi komite concern judgment kap eksternal;audit internal tenure auditor lag going independensi komite concern judgment kap eksternal;PENGARUH AUDIT TENURE, UKURAN PERUSAHAAN DAN FINANCIAL DISTRESS TERHADAP AUDIT REPORT LAG MELALUI AUDITOR SWITCHING;https://repository.upnjatim.ac.id/15821/;1;1;1;1
1;audit internal;SEM_FT_QE;1;9022;0.6688897014;audit internal;tenure auditor lag going independensi komite concern judgment kap eksternal;audit internal tenure auditor lag going independensi komite concern judgment kap eksternal;PENGARUH AUDIT TENURE DAN UKURAN KAP TERHADAP AUDIT REPORT LAG (ARL) DENGAN KUALITAS AUDIT SEBAGAI VARIABEL INTERVENING (Studi Pada Perusahaan BUMN Yang Terdaftar di Bursa Efek Indonesia Periode 2015-2019);https://repository.upnjatim.ac.id/3599/;2;2;1;2
1;audit internal;SEM_FT_QE;2;10438;0.6394352913;audit internal;tenure auditor lag going independensi komite concern judgment kap eksternal;audit internal tenure auditor lag going independensi komite concern judgment kap eksternal;PENGARUH UKURAN KANTOR AKUNTAN PUBLIK DAN AUDIT REPORT LAG TERHADAP KUALITAS AUDIT DIMEDIASI AUDITOR SWITCHING;https://repository.upnjatim.ac.id/39095/;1;1;1;1
1;audit internal;SEM_FT;4;6178;0.6532926559;;;audit internal;DETERMINAN KUALITAS AUDIT DIMODERASI ETIKA AUDITOR;https://repository.upnjatim.ac.id/26710/;1;1;1;1
1;audit internal;BM25_QE;5;5189;;;;audit internal;Analisis Pengaruh Opini Going Concern Dan Audit Tenure Terhadap Hasil Kualitas Audit (Studi Pada Perusahaan Properti Dan Real Estate Di Bursa Efek Indonesia Tahun 2019-2022);https://repository.upnjatim.ac.id/24182/;1;1;1;1
1;audit internal;SEM_FT;1;10222;0.6696237922;;;audit internal;Pengaruh Teknologi Cybersecurity dan Kompetensi Auditor Terhadap Kualitas Audit Di Era Digital;https://repository.upnjatim.ac.id/38695/;1;1;1;1
1;audit internal;SEM_FT;10;1450;0.6307282448;;;audit internal;Pengaruh Kompetensi dan Independensi Terhadap Kualitas Audit dan Etika Auditor Sebagai Variabel Moderasi (Studi Empiris pada Kantor Akuntan Publik di Surabaya);https://repository.upnjatim.ac.id/14615/;1;1;1;1
1;audit internal;SEM_BASE;5;10334;0.5768159628;;;audit internal;PENGARUH PENERAPAN BIG DATA ANALYTICS DAN ARTIFICIAL INTELLIGENCE TERHADAP KUALITAS AUDIT DI SEKTOR PERBANKAN DI MEDIASI AUDIT REPORT LAG;https://repository.upnjatim.ac.id/38880/;1;2;1;1
1;audit internal;SEM_BASE;8;6142;0.563521862;;;audit internal;Pengaruh Laba, Leverage, dan Company Size Terhadap Audit Delay Pada Sektor Manufaktur di Bursa Efek Indonesia (BEI);https://repository.upnjatim.ac.id/26632/;1;1;1;1
2;budaya organisasi;SEM_FT;8;7469;0.4543393254;;;budaya organisasi;STRATEGI KOMUNIKASI ORGANISASI GKJW (Gereja Kristen Jawi Wetan) DALAM MENJALIN HUBUNGAN ANTAR PEMUKA AGAMA MELALUI KAUM (Komisi Antar Umat) DIMALANG;https://repository.upnjatim.ac.id/3043/;0;1;0;0
2;budaya organisasi;BM25_QE;7;249;;;;budaya organisasi;Pengaruh Budaya Organisasi Dan Komitmen Organisasi Terhadap Kinerja Pegawai Dinas Pariwisata dan Kebudayaan Kabupaten Trenggalek;https://repository.upnjatim.ac.id/10728/;2;2;2;2
2;budaya organisasi;SEM_FT_QE;1;5797;0.6320143938;budaya organisasi;komitmen;budaya organisasi komitmen;Pengaruh Budaya Organisasi dan Kompensasi terhadap Komitmen Organisasi pada PT INKA Multi Solusi;https://repository.upnjatim.ac.id/25884/;2;2;2;2
2;budaya organisasi;SEM_FT;15;14211;0.4275192916;;;budaya organisasi;POLA KOMUNIKASI ANTARBUDAYA MAHASISWA ASING DI SURABAYA (Studi Deskriptif Kualitatif Terhadap Pola Komunikasi Antarbudaya Mahasiswa Asing di Dalam Program Internship AIESEC Surabaya);https://repository.upnjatim.ac.id/7539/;0;1;0;0
2;budaya organisasi;SEM_BASE;11;9079;0.4711928964;;;budaya organisasi;Pengaruh Budaya Organisasi, Disiplin Kerja, Dan Lingkungan Kerja Terhadap Kinerja Karyawan Pada PT Bank Jatim Cabang Dr.Soetomo;https://repository.upnjatim.ac.id/36194/;2;2;2;2
2;budaya organisasi;SEM_BASE_QE;5;6791;0.5056154728;budaya organisasi;komitmen;budaya organisasi komitmen;ANALISIS KOMITMEN ORGANISASIONAL DAN PROFESIONAL TERHADAP KEPUASAN KERJA AUDITOR DENGAN MOTIVASI SEBAGAI VARIABEL INTERVENING (Studi pada Kantor Akuntan Publik di Surabaya Timur);https://repository.upnjatim.ac.id/2859/;0;1;0;0
2;budaya organisasi;SEM_BASE;8;5753;0.4769827127;;;budaya organisasi;Analisis Budaya Organisasi Dalam Meningkatkan Kinerja Pegawai di Biro Humas Sekretariat Jenderal Kementerian Pertahanan Republik Indonesia;https://repository.upnjatim.ac.id/25792/;2;2;2;2
2;budaya organisasi;SEM_FT_QE;15;10932;0.4552907944;budaya organisasi;komitmen;budaya organisasi komitmen;PENGARUH KEPEMIMPINAN TRANSAKSIONAL DAN KOMITMEN ORGANISASI TERHADAP TURNOVER INTENTION PADA FRONTLINER CV. PREMIUM INDONESIA;https://repository.upnjatim.ac.id/40218/;1;2;0;1
2;budaya organisasi;SEM_FT;2;6736;0.490128696;;;budaya organisasi;PENGARUH BUDAYA ORGANISASI, GAYA KEPEMIMPINAN DAN LINGKUNGAN KERJA TERHADAP KINERJA KARYAWAN PADA PT PELAYARAN NASIONAL INDONESIA (CABANG SURABAYA);https://repository.upnjatim.ac.id/28222/;2;2;2;2
2;budaya organisasi;BM25_QE;6;3809;;;;budaya organisasi;PENGARUH STRUKTUR AUDIT,KONFLIK PERAN,BUDAYA ORGANISASI,KOMITMEN ORGANISASI,DAN INDEPENDENSI TERHADAP KINERJA AUDITOR;https://repository.upnjatim.ac.id/20481/;2;1;2;2
2;budaya organisasi;SEM_FT_QE;14;5793;0.4570322037;budaya organisasi;komitmen;budaya organisasi komitmen;Pengaruh Motivasi, Pengalaman Organisasi, dan Lingkungan Kerja Terhadap Komitmen Organisasi pada Volunteer Better Youth Foundation Surabaya;https://repository.upnjatim.ac.id/25878/;0;2;0;0
2;budaya organisasi;BM25_QE;4;7089;;;;budaya organisasi;Pengaruh Budaya Organisasi terhadap Komtimen Organisasional Dengan Kepuasan Kerja Sebagai Variabel Intervening Pada Dinas Satuan Polisi Pamong Praja Kabupaten Takalar;https://repository.upnjatim.ac.id/29358/;2;2;2;2
2;budaya organisasi;SEM_BASE_QE;4;2308;0.5087758899;budaya organisasi;komitmen;budaya organisasi komitmen;TRUST DAN KULTUR ORGANISASI SEBAGAI PENGGERAK RELATIONAL CAPITAL TERHADAP KINERJA ORGANISASI PADA BPJS KETENAGAKERJAAN WILAYAH SURABAYA;https://repository.upnjatim.ac.id/16837/;1;0;1;1
2;budaya organisasi;SEM_BASE_QE;3;6232;0.5130212903;budaya organisasi;komitmen;budaya organisasi komitmen;Pengaruh Motivasi dan Budaya Organisasi terhadap Kinerja Karyawan melalui Komitmen Organisasi pada PT POS Indonesia Kebonrojo Surabaya;https://repository.upnjatim.ac.id/26801/;2;2;2;2
2;budaya organisasi;SEM_FT;11;6677;0.4416859448;;;budaya organisasi;Pengaruh Komitmen Organisasi, Employee Engagement, dan Self Efficacy terhadap Organizational Citizenship Behavior pada Karyawan Dinas Tenaga Kerja dan Transmigrasi Provinsi Jawa Timur;https://repository.upnjatim.ac.id/28113/;1;1;1;1
2;budaya organisasi;SEM_FT;4;14378;0.4827914834;;;budaya organisasi;PERAN BUDAYA ORGANISASI SHARING TERHADAP KINERJA GURU DI SMK NUSANTARA BUDAYA ORGANISASI DAN PERILAKU KNOWLEDGE TERHADAP KINERJA GURU DI SMK NUSANTARA KABUPATEN MADIUN;https://repository.upnjatim.ac.id/780/;2;0;2;2
2;budaya organisasi;BM25_QE;11;3231;;;;budaya organisasi;Pengaruh Motivasi Kerja, Keselamatan dan Kesehatan Kerja terhadap Komitmen Organisasi Karyawan Departemen Produksi pada PT Dragon Prima Farma Semarang;https://repository.upnjatim.ac.id/1946/;1;1;0;1
2;budaya organisasi;SEM_FT;12;15303;0.440286696;;;budaya organisasi;Aktualisasi Nilai Bela Negara Bagi Mahasiswa Papua di Asrama Mahasiswa Papua Surabaya;https://repository.upnjatim.ac.id/9875/;0;1;1;1
2;budaya organisasi;BM25_QE;1;5865;;;;budaya organisasi;Analisis Pengaruh Budaya Organisasi dan Kepuasan Kerja Terhadap Kinerja Karyawan dengan Komitmen Organisasi Sebagai Variabel Intervening (Studi Kasus : PT Bina Pertiwi Surabaya Branch);https://repository.upnjatim.ac.id/26009/;2;2;2;2
2;budaya organisasi;BM25_QE;12;13477;;;;budaya organisasi;FAKTOR-FAKTOR YANG MEMPENGARUHI KINERJA AUDITOR INTERNAL PERUSAHAAN (Studi Pada Vendor Pengadaan Barang dan Jasa PT. KAI DAOP 8);https://repository.upnjatim.ac.id/6211/;0;0;1;0
2;budaya organisasi;SEM_BASE;4;6523;0.4921576977;;;budaya organisasi;Pengaruh Work Enviroment dan Organizational Culture Terhadap Employee Performance di PT.Pemuda Prima Usaha;https://repository.upnjatim.ac.id/27336/;2;1;2;2
2;budaya organisasi;SEM_FT_QE;4;10605;0.523522079;budaya organisasi;komitmen;budaya organisasi komitmen;Pengaruh Kepemimpinan, Budaya Organisasi, Dan Self-Efficacy Terhadap Komitmen Organisasional Pada Dinas Kelautan dan Perikanan Provinsi Jawa Timur;https://repository.upnjatim.ac.id/39403/;2;2;2;2
2;budaya organisasi;SEM_FT_QE;9;6083;0.4871304631;budaya organisasi;komitmen;budaya organisasi komitmen;ANALISIS PENGARUH PARTISIPASI ANGGARAN DAN GAYA KEPEMIMPINAN TERHADAP KINERJA MANAJERIAL DENGAN KOMITMEN ORGANISASI SEBAGAI VARIABEL INTERVENING (STUDI KASUS DI KANTOR BALAI MONITOR KELAS 1 SURABAYA);https://repository.upnjatim.ac.id/2648/;1;1;0;1
2;budaya organisasi;SEM_FT;13;3447;0.436602354;;;budaya organisasi;KOMPETENSI KOMUNIKASI ANTARBUDAYA DIANTARA SISWA DI SMA SPINS INTERNATIONAL SCHOOL SURABAYA;https://repository.upnjatim.ac.id/19873/;0;0;0;0
2;budaya organisasi;SEM_BASE_QE;9;6717;0.4823411405;budaya organisasi;komitmen;budaya organisasi komitmen;PENGARUH KEPUASAN KERJA DAN KOMITMEN ORGANISASI TERHADAP TURNOVER INTENTION KARYAWAN RADAR KEDIRI;https://repository.upnjatim.ac.id/28189/;1;1;0;1
2;budaya organisasi;SEM_FT;1;3712;0.5162630081;;;budaya organisasi;PENGARUH KOMPETENSI DAN BUDAYA ORGANISASI TERHADAP KINERJA PEGAWAI MELALUI KOMITMEN ORGANISASI SEBAGAI VARIABEL INTERVENING (Studi Pada Kantor Pelayanan Pajak Perusahaan Masuk Bursa Jakarta Selatan);https://repository.upnjatim.ac.id/20295/;2;2;2;2
2;budaya organisasi;BM25_QE;8;5169;;;;budaya organisasi;Analisis Pengaruh Partisipasi Penyusunan Anggaran, Kejelasan Sasaran Anggaran, Budaya Organisasi, Pengendalian Internal, Dan Komitmen Organisasi Terhadap Senjangan Anggaran (Studi Kasus Pada Dinas Kabupaten Jombang);https://repository.upnjatim.ac.id/24159/;2;2;1;2
2;budaya organisasi;SEM_FT;6;12612;0.4625707269;;;budaya organisasi;BALI DEMOCRACY FORUM TAHUN 2008-2020 SEBAGAI DIPLOMASI PUBLIK INDONESIA;https://repository.upnjatim.ac.id/4738/;0;0;0;0
2;budaya organisasi;SEM_BASE;5;3049;0.4906417131;;;budaya organisasi;Pengaruh Budaya Organisasi, Lingkungan kerja, dan Disiplin Kerja, Terhadap Kinerja Divisi Penjualan Di PT. Honda Trio Motor Palangkaraya.;https://repository.upnjatim.ac.id/19057/;2;2;2;2
2;budaya organisasi;SEM_BASE_QE;1;7836;0.5535725355;budaya organisasi;komitmen;budaya organisasi komitmen;PENGARUH DISIPLIN KARYAWAN DAN PERCEIVED ORGANIZATIONAL SUPPORT TERHADAP KOMITMEN ORGANISASI KARYAWAN DI DISPENDUKCAPIL SURABAYA;https://repository.upnjatim.ac.id/32530/;1;1;0;1
2;budaya organisasi;SEM_FT;5;8980;0.4726935029;;;budaya organisasi;Pengaruh Pelatihan Dan Pengembangan Sumber Daya Manusia Terhadap Kinerja Pegawai Melalui Budaya Organisasi Di Pt. Bank Rakyat Indonesia (Persero) Tbk Kantor Cabang Malang;https://repository.upnjatim.ac.id/35839/;1;2;1;1
2;budaya organisasi;SEM_BASE;12;8990;0.4687377214;;;budaya organisasi;PENGARUH TRANSFORMASI DIGITAL PERUSAHAAN, KEMAMPUAN MANAJERIAL, DAN INTENSITAS R&D TERHADAP KINERJA PERUSAHAAN DENGAN KONEKSI POLITIK DAN ENVIRONMENTAL PERFORMANCE SEBAGAI PEMODERASI;https://repository.upnjatim.ac.id/35858/;1;0;1;1
2;budaya organisasi;SEM_FT;7;7073;0.4562523961;;;budaya organisasi;Pengaruh Self-Efficacy Dan Budaya Organisasi Terhadap Kinerja Karyawan Melalui Organizational Citizenship Behaviour Pada Karyawan PT SIER;https://repository.upnjatim.ac.id/29329/;2;2;2;2
2;budaya organisasi;SEM_FT;3;4306;0.4843407571;;;budaya organisasi;KOMITMEN ORGANISASI DALAM MEWUJUDKAN UNIVERSITAS PEMBANGUNAN NASIONAL “VETERAN” JAWA TIMUR SEBAGAI KAMPUS BELA NEGARA;https://repository.upnjatim.ac.id/2198/;1;2;0;1
2;budaya organisasi;BM25_QE;13;6747;;;;budaya organisasi;Analisis Faktor-Faktor yang Memengaruhi Kecurangan (Fraud) pada Sektor Pemerintahan Kota Kediri;https://repository.upnjatim.ac.id/28238/;0;0;0;0
2;budaya organisasi;SEM_FT;14;7607;0.4298487306;;;budaya organisasi;RANCANG BANGUN SISTEM INFORMASI PENGACAKAN KELOMPOK OUTBOUND BELANEGARA MENGGUNAKAN LINEAR CONGRUENT METHOD;https://repository.upnjatim.ac.id/3170/;0;1;0;0
2;budaya organisasi;SEM_BASE_QE;13;6234;0.4696060717;budaya organisasi;komitmen;budaya organisasi komitmen;Motivasi sebagai Mediasi Hubungan antar Gaya Kepemimpinan Situasional, Budaya Organisasi, dan Lingkungan Kerja Terhadap Kinerja Pegawai di IZI Kantor Cabang Surabaya;https://repository.upnjatim.ac.id/26809/;2;2;2;2
2;budaya organisasi;SEM_BASE;13;11117;0.461866647;;;budaya organisasi;PENGARUH GAYA KEPEMIMPINAN TRANSFORMASIONAL, LINGKUNGAN KERJA, DAN BUDAYA KERJA TERHADAP KINERJA KARYAWAN KANTOR PUSAT PADA PT. BANK BCA SYARIAH JAKARTA TIMUR;https://repository.upnjatim.ac.id/40504/;1;1;2;1
2;budaya organisasi;SEM_BASE_QE;8;4926;0.4845114946;budaya organisasi;komitmen;budaya organisasi komitmen;PENGARUH GAYA KEPEMIMPINAN, KETERLIBATAN KERJA DAN DUKUNGAN ORGANISASI TERHADAP KOMITMEN ORGANISASI DAN KINERJA PEGAWAI DISPAREKRAFBUDPORA KABUPATEN GRESIK;https://repository.upnjatim.ac.id/23729/;1;1;0;1
2;budaya organisasi;SEM_BASE_QE;6;323;0.4890192747;budaya organisasi;komitmen;budaya organisasi komitmen;PENGARUH BUDAYA ORGANISASI, SEMANGAT KERJA, DAN LINGKUNGAN KERJA TERHADAP KINERJA KARYAWAN PADA PT. CAHAYA ANUGERAG;https://repository.upnjatim.ac.id/10905/;2;2;2;2
2;budaya organisasi;SEM_FT_QE;7;5562;0.5111868382;budaya organisasi;komitmen;budaya organisasi komitmen;PENGARUH IKLIM ORGANISASI, KOMITMEN ORGANISASI, DAN EFIKASI DIRI TERHADAP KINERJA KARYAWAN (Studi Pada Karyawan PT. Angkasa Pura I (Persero) Kantor Cabang Bandar Udara Juanda Surabaya;https://repository.upnjatim.ac.id/2540/;1;1;1;1
2;budaya organisasi;SEM_BASE;15;4351;0.4555461407;;;budaya organisasi;PENGARUH PELATIHAN DAN DISIPLIN KERJA TERHADAP KINERJA KARYAWAN PADA PT. KEDAUNG INDAH CAN Tbk, SURABAYA;https://repository.upnjatim.ac.id/2242/;1;1;1;1
