qid;query;system;rank_in_system;doc_id;score;tokens;expansions;expanded_query;title;url;relevance 1;relevance 2;relevance 3;relevance
1;prediksi harga saham dengan machine learning;SEM_FT_QE;6;9055;0.6675407290458679;prediksi harga saham dengan machine learning;return imbal idx30 ihsg lq45 dps investor vector support svm;prediksi harga saham dengan machine learning return imbal idx30 ihsg lq45 dps investor vector support svm;PENGGUNAAN TOPIC MODELING DENGAN METODE LATENT DIRICHLET ALLOCATION TERHADAP BERITA SAHAM INDEKS LQ45;https://repository.upnjatim.ac.id/36127/;0;1;0;0
1;prediksi harga saham dengan machine learning;SEM_BASE_QE;7;4360;0.6161912679672241;prediksi harga saham dengan machine learning;return imbal idx30 ihsg lq45 dps investor vector support svm;prediksi harga saham dengan machine learning return imbal idx30 ihsg lq45 dps investor vector support svm;ANALISIS PENGARUH PROFITABILITAS TERHADAP HARGA SAHAM SYARIAH YANG TERDAFTAR DI BURSA EFEK INDONESIA PERIODE 2013 - 2016;https://repository.upnjatim.ac.id/2251/;0;0;0;0
1;prediksi harga saham dengan machine learning;BM25_QE;7;5924;;;;prediksi harga saham dengan machine learning;Implementasi Algoritma Support Vector Machine (SVM) Untuk Deteksi Penyakit Kulit Berdasarkan Fitur ABCD RULE;https://repository.upnjatim.ac.id/26145/;0;0;0;0
1;prediksi harga saham dengan machine learning;SEM_BASE;4;14801;0.5764244794845581;;;prediksi harga saham dengan machine learning;Aplikasi Pergerakan Harga Cryptocurrency Menggunakan Indikator Moving Average, Stochastic Dan Parabolic Sar;https://repository.upnjatim.ac.id/8598/;1;1;0;1
1;prediksi harga saham dengan machine learning;SEM_BASE_QE;15;8777;0.5924902558326721;prediksi harga saham dengan machine learning;return imbal idx30 ihsg lq45 dps investor vector support svm;prediksi harga saham dengan machine learning return imbal idx30 ihsg lq45 dps investor vector support svm;ANALISIS KELAYAKAN HARGA JUAL RUMAH TINGGAL TYPE 36 PADA PERUMAHAN GRIYA KHASANAH SEJAHTERA DI BANYUMAS;https://repository.upnjatim.ac.id/354/;0;0;0;0
1;prediksi harga saham dengan machine learning;SEM_BASE_QE;10;4352;0.6069883108139038;prediksi harga saham dengan machine learning;return imbal idx30 ihsg lq45 dps investor vector support svm;prediksi harga saham dengan machine learning return imbal idx30 ihsg lq45 dps investor vector support svm;PENGARUH RASIO PROFITABILITAS TERHADAP HARGA SAHAM SEKTOR PROPERTI DAN REAL ESTATE YANG TERDAFTAR DI BURSA EFEK INDONESIA (BEI) PADA PERIODE 2012-2016;https://repository.upnjatim.ac.id/2243/;0;0;0;0
1;prediksi harga saham dengan machine learning;SEM_BASE;13;12669;0.5135998725891113;;;prediksi harga saham dengan machine learning;PENGARUH INDEKS DOW JONES INDUSTRIAL AVERAGE (DJIA), SHANGHAI INDEX COMPOSITE (SSEC), HARGA EMAS DUNIA, TINGKAT INFLASI, DAN NILAI TUKAR ATAU KURS USD/IDR TERHADAP INDEKS HARGA SAHAM GABUNGAN (IHSG) DI BURSA EFEK INDONESIA (BEI);https://repository.upnjatim.ac.id/4840/;0;0;0;0
1;prediksi harga saham dengan machine learning;BM25_QE;11;7431;;;;prediksi harga saham dengan machine learning;Penerapan Grey Wolf Optimizer dan Support Vector Machine untuk Klasifikasi Pasien Retardasi Mental;https://repository.upnjatim.ac.id/30293/;0;0;0;0
1;prediksi harga saham dengan machine learning;BM25_QE;12;8226;;;;prediksi harga saham dengan machine learning;KLASIFIKASI KATEGORI BERITA MENGGUNAKAN METODE SUPPORT VECTOR MACHINE DAN REDUKSI FITUR DENGAN SINGULAR VALUE DECOMPOSITION;https://repository.upnjatim.ac.id/3346/;0;0;0;0
1;prediksi harga saham dengan machine learning;SEM_BASE_QE;14;6404;0.5999375581741333;prediksi harga saham dengan machine learning;return imbal idx30 ihsg lq45 dps investor vector support svm;prediksi harga saham dengan machine learning return imbal idx30 ihsg lq45 dps investor vector support svm;PENGARUH RETURN ON ASSET (ROA), RETURN ON EQUITY (ROE), NET PROFIT MARGIN (NPM), DAN EARNING PER SHARE (EPS) TERHADAP HARGA SAHAM PADA JAKARTA ISLAMIC INDEX PERIODE 2021-2023;https://repository.upnjatim.ac.id/27124/;0;0;0;0
1;prediksi harga saham dengan machine learning;SEM_FT_QE;13;9851;0.6454775333404541;prediksi harga saham dengan machine learning;return imbal idx30 ihsg lq45 dps investor vector support svm;prediksi harga saham dengan machine learning return imbal idx30 ihsg lq45 dps investor vector support svm;Pengaruh Kinerja Keuangan Terhadap Harga Saham : Studi Kasus Perusahaan Indeks LQ45 Periode 2022-2024;https://repository.upnjatim.ac.id/38069/;0;0;0;0
1;prediksi harga saham dengan machine learning;SEM_BASE;8;12719;0.5298269987106323;;;prediksi harga saham dengan machine learning;INDIKATOR ANALISA PERGERAKAN CRYPTOCURRENCY BERBASIS FIBONACCI;https://repository.upnjatim.ac.id/4926/;0;1;0;0
1;prediksi harga saham dengan machine learning;SEM_FT_QE;4;8393;0.6766382455825806;prediksi harga saham dengan machine learning;return imbal idx30 ihsg lq45 dps investor vector support svm;prediksi harga saham dengan machine learning return imbal idx30 ihsg lq45 dps investor vector support svm;Pengaruh Rasio Keuangan Terhadap Harga Saham LQ45 Tahun 2020-2023;https://repository.upnjatim.ac.id/33939/;0;0;0;0
1;prediksi harga saham dengan machine learning;BM25_QE;10;945;;;;prediksi harga saham dengan machine learning;Pengaruh Rasio Profitabilitas dan Rasio Likuiditas terhadap Harga Saham yang Dimoderasi oleh Kebijakan Dividen (Studi pada Perusahaan Indeks IDX30 yang Terdaftar di Bursa Efek Indonesia Periode 2018-2021);https://repository.upnjatim.ac.id/12570/;0;0;0;0
1;prediksi harga saham dengan machine learning;SEM_BASE;10;7115;0.5267525911331177;;;prediksi harga saham dengan machine learning;Analisis Indeks Harga Saham Gabungan di Bursa Efek Indonesia;https://repository.upnjatim.ac.id/29399/;0;0;0;0
1;prediksi harga saham dengan machine learning;SEM_BASE;3;10258;0.5842227935791016;;;prediksi harga saham dengan machine learning;PREDIKSI HARGA SAHAM BLUECHIP PERBANKAN MENGGUNAKAN METODE TIME SERIES DENGAN GRU (GATED RECURRENT UNIT);https://repository.upnjatim.ac.id/38759/;2;2;2;2
1;prediksi harga saham dengan machine learning;SEM_FT_QE;7;8443;0.6635408401489258;prediksi harga saham dengan machine learning;return imbal idx30 ihsg lq45 dps investor vector support svm;prediksi harga saham dengan machine learning return imbal idx30 ihsg lq45 dps investor vector support svm;Analisis Profitabilitas, Likuiditas, Keputusan Investasi, dan Kebijakan Dividen Terhadap Harga Saham dengan Leverage sebagai Variabel Moderasi pada Perusahaan Indeks IDX80;https://repository.upnjatim.ac.id/34114/;0;0;0;0
1;prediksi harga saham dengan machine learning;SEM_FT_QE;10;11624;0.6546801924705505;prediksi harga saham dengan machine learning;return imbal idx30 ihsg lq45 dps investor vector support svm;prediksi harga saham dengan machine learning return imbal idx30 ihsg lq45 dps investor vector support svm;Pengaruh Likuiditas Saham, Market Value Ratio, Dan Keterbukaan Informasi Terhadap Volatilitas Harga Saham Emiten LQ45 Periode 2020–2023;https://repository.upnjatim.ac.id/41728/;0;0;0;0
1;prediksi harga saham dengan machine learning;BM25_QE;14;8826;;;;prediksi harga saham dengan machine learning;ANALISIS SENTIMEN PENILAIAN PENGGUNA MARKETPLACE LAZADA DENGAN METODE NAÏVE BAYES DAN SUPPORT VECTOR MACHINE;https://repository.upnjatim.ac.id/35522/;0;0;0;0
1;prediksi harga saham dengan machine learning;SEM_BASE_QE;11;13132;0.6041398048400879;prediksi harga saham dengan machine learning;return imbal idx30 ihsg lq45 dps investor vector support svm;prediksi harga saham dengan machine learning return imbal idx30 ihsg lq45 dps investor vector support svm;Pengaruh Inflasi, Kurs USD/IDR, dan BI-7 Day (Reverse) Repo Rate Terhadap Indeks Saham LQ45 di Bursa Efek Indonesia (BEI);https://repository.upnjatim.ac.id/5536/;0;0;0;0
1;prediksi harga saham dengan machine learning;SEM_FT;15;6700;0.5818465948104858;;;prediksi harga saham dengan machine learning;Analisis Rasio Keuangan Terhadap Harga Saham Dengan Profitabilitas Sebagai Variabel Moderasi Perusahaan Indeks LQ45 Terdaftar di Bursa Efek Indonesia;https://repository.upnjatim.ac.id/28158/;0;0;0;0
1;prediksi harga saham dengan machine learning;SEM_BASE;1;13539;0.6152375936508179;;;prediksi harga saham dengan machine learning;PREDIKSI HARGA SAHAM MENGGUNAKAN METODE LONG SHORT TERM MEMORY (LSTM);https://repository.upnjatim.ac.id/6322/;2;2;2;2
1;prediksi harga saham dengan machine learning;SEM_FT;2;8845;0.6920785903930664;;;prediksi harga saham dengan machine learning;IMPLEMENTASI SPATIAL TEMPORAL ATTENTION-BASED CONVOLUTIONAL NETWORK UNTUK PREDIKSI INDEKS HARGA SAHAM MENGGUNAKAN DATA TEKS DAN NUMERIK;https://repository.upnjatim.ac.id/35569/;2;2;2;2
1;prediksi harga saham dengan machine learning;SEM_BASE_QE;13;2759;0.6007812023162842;prediksi harga saham dengan machine learning;return imbal idx30 ihsg lq45 dps investor vector support svm;prediksi harga saham dengan machine learning return imbal idx30 ihsg lq45 dps investor vector support svm;PENGARUH RETURN ON ASSETS (ROA), RETURN ON EQUITY (ROE), DAN EARNING PER SHARE (EPS) TERHADAP HARGA SAHAM PERUSAHAAN PERTAMBANGAN BATU BARA YANG TERDAFTAR PADA BURSA EFEK INDONESIA (BEI) PERIODE TAHUN 2014-2018;https://repository.upnjatim.ac.id/1813/;0;0;0;0
1;prediksi harga saham dengan machine learning;SEM_FT;12;3711;0.5878115892410278;;;prediksi harga saham dengan machine learning;Prediksi Indeks Harga Saham Syariah dan Risiko Kerugian Menggunakan Metode LSTM (Long Short-Term Memory) dan VaR (Value at Risk);https://repository.upnjatim.ac.id/20294/;2;2;2;2
1;prediksi harga saham dengan machine learning;SEM_BASE;14;9020;0.5118649005889893;;;prediksi harga saham dengan machine learning;PENGARUH HARGA MINYAK DUNIA, SUKU BUNGA, NILAI TUKAR RUPIAH, DAN FOREIGN DIRECT INVESMENT TERHADAP HARGA SAHAM (Studi Empiris Terhadap Perusahaan Sektor Energi di Bursa Efek Indonesia Periode Tahun 2019-2023);https://repository.upnjatim.ac.id/35985/;0;0;0;0
1;prediksi harga saham dengan machine learning;BM25_QE;6;8172;;;;prediksi harga saham dengan machine learning;Perbandingan Analisis Sentimen Pengguna Media Sosial X Terhadap Presiden dan Wakil Presiden Periode 2024-2029 Menggunakan Metode Support Vector Machine dan Naive Bayes;https://repository.upnjatim.ac.id/33214/;0;0;0;0
1;prediksi harga saham dengan machine learning;SEM_BASE;5;12702;0.5341241955757141;;;prediksi harga saham dengan machine learning;APLIKASI AKUN DEMO TRADING CRYPTOCURRENCY MENGGUNAKAN METODE PRICE AND TIME PRIORITY;https://repository.upnjatim.ac.id/4902/;0;0;0;0
1;prediksi harga saham dengan machine learning;SEM_FT;5;10087;0.6298578977584839;;;prediksi harga saham dengan machine learning;PREDIKSI HARGA SAHAM DI INDONESIA MENGGUNAKAN MODEL EXTREME GRADIENT BOOSTING - ADAPTIVE PARTICLE SWARM OPTIMIZATION;https://repository.upnjatim.ac.id/38483/;2;2;2;2
1;prediksi harga saham dengan machine learning;BM25_QE;15;3717;;;;prediksi harga saham dengan machine learning;ANALISIS RETURN SAHAM DENGAN KEBIJAKAN DIVIDEN SEBAGAI VARIABEL INTERVENING PADA PERUSAHAAN INDEKS IDX30 DI BURSA EFEK INDONESIA;https://repository.upnjatim.ac.id/20307/;0;0;0;0
1;prediksi harga saham dengan machine learning;SEM_BASE;2;1601;0.6080418229103088;;;prediksi harga saham dengan machine learning;APLIKASI INDIKATOR PERGERAKAN HARGA PADA CRYPTOCURRENCY BERBASIS PIVOT POINT;https://repository.upnjatim.ac.id/15003/;0;1;0;0
1;prediksi harga saham dengan machine learning;SEM_FT;7;8669;0.6124907732009888;;;prediksi harga saham dengan machine learning;IMPLEMENTASI SUPPORT VECTOR REGRESSION (SVR) UNTUK PREDIKSI HARGA BITCOIN PASCA HALVING DENGAN ALGORITMA OPTIMASI GRID SEARCH;https://repository.upnjatim.ac.id/34616/;1;1;1;1
1;prediksi harga saham dengan machine learning;SEM_FT;3;9548;0.6400526165962219;;;prediksi harga saham dengan machine learning;Anlisis Performansi Forecasting Harga Saham Amazon dengan Menggunakan Metode ARIMA, ANN, dan LSTM;https://repository.upnjatim.ac.id/37434/;2;2;2;2
1;prediksi harga saham dengan machine learning;SEM_BASE_QE;4;4310;0.6416469812393188;prediksi harga saham dengan machine learning;return imbal idx30 ihsg lq45 dps investor vector support svm;prediksi harga saham dengan machine learning return imbal idx30 ihsg lq45 dps investor vector support svm;PENGARUH RETURN ON ASSETS (ROA), EARNING PER SHARE (EPS), DEBT TO TOTAL ASSET RATIO (DAR), DAN DEBT TO EQUITY (DER) TERHADAP HARGA SAHAM INDEKS SRI-KEHATI YANG TERDAFTAR DI BURSA EFEK INDONESIA;https://repository.upnjatim.ac.id/2205/;0;0;0;0
1;prediksi harga saham dengan machine learning;SEM_BASE_QE;8;3248;0.6083194017410278;prediksi harga saham dengan machine learning;return imbal idx30 ihsg lq45 dps investor vector support svm;prediksi harga saham dengan machine learning return imbal idx30 ihsg lq45 dps investor vector support svm;PENILAIAN PORTOFOLIO SAHAM OPTIMAL PADA SEKTOR PERBANKAN YANG TERDAFTAR DI INDEKS LQ45;https://repository.upnjatim.ac.id/1949/;0;0;0;0
1;prediksi harga saham dengan machine learning;SEM_FT;9;12315;0.602088451385498;;;prediksi harga saham dengan machine learning;ANALISIS RISIKO MONTE CARLO DALAM PREDIKSI HARGA SAHAM MENGGUNAKAN KOMBINASI FUZZY TIME SERIES DAN LONG SHORT-TERM MEMORY;https://repository.upnjatim.ac.id/43800/;2;2;2;2
1;prediksi harga saham dengan machine learning;SEM_BASE_QE;12;9274;0.6017947196960449;prediksi harga saham dengan machine learning;return imbal idx30 ihsg lq45 dps investor vector support svm;prediksi harga saham dengan machine learning return imbal idx30 ihsg lq45 dps investor vector support svm;ANALISIS PENGARUH NILAI TUKAR RUPIAH TERHADAP US DOLLAR, BI RATE, INDEKS DOW JONES, DAN INDEKS NIKKEI 225 TERHADAP INDEKS HARGA SAHAM GABUNGAN (IHSG);https://repository.upnjatim.ac.id/3677/;0;0;0;0
1;prediksi harga saham dengan machine learning;SEM_BASE_QE;9;1307;0.6081718802452087;prediksi harga saham dengan machine learning;return imbal idx30 ihsg lq45 dps investor vector support svm;prediksi harga saham dengan machine learning return imbal idx30 ihsg lq45 dps investor vector support svm;Pengaruh Variabel Fundamental Terhadap Harga Saham Pada Perusahaan Indeks IDX30 di Bursa Efek Indonesia;https://repository.upnjatim.ac.id/14238/;0;0;0;0
1;prediksi harga saham dengan machine learning;SEM_BASE;11;9433;0.5166468620300293;;;prediksi harga saham dengan machine learning;PREDIKSI HARGA EMAS MENGGUNAKAN METODE BILSTM DENGAN OPTIMASI CUCKOO SEARCH;https://repository.upnjatim.ac.id/37224/;1;1;1;1
1;prediksi harga saham dengan machine learning;BM25_QE;1;4064;;;;prediksi harga saham dengan machine learning;PENGARUH EARNING PER SHARE (EPS), PRICE TO EARNING RATIO (PER), DEBT TO EQUITY RATIO (DER), RETURN ON EQUITY (ROE), DEVIDEN PER SHARE (DPS) TERHADAP HARGA SAHAM PERUSAHAAN YANG TERDAFTAR DALAM INDEKS LQ45 DI BURSA EFEK INDONESIA (BEI) PERIODE TAHUN 2018 – 2022;https://repository.upnjatim.ac.id/21056/;0;0;0;0
2;deteksi plat nomor kendaraan menggunakan yolo;BM25_QE;10;6528;;;;deteksi plat nomor kendaraan menggunakan yolo;ANALISIS YURIDIS PUTUSAN NOMOR 20/Pdt.P/1994/PN Jmb DAN PUTUSAN NOMOR 119/Pdt.P/2023/PN Jbg TERHADAP PERMOHONAN WALI NEGARA BAGI AGAMA KRISTEN;https://repository.upnjatim.ac.id/27342/;0;0;0;0
2;deteksi plat nomor kendaraan menggunakan yolo;SEM_BASE_QE;2;14219;0.5400062799453735;deteksi plat nomor kendaraan menggunakan yolo;undang undangundang gsk pdt jbg permendagri puu terbitnya perma putusan;deteksi plat nomor kendaraan menggunakan yolo undang undangundang gsk pdt jbg permendagri puu terbitnya perma putusan;PERLINDUNGAN KONSUMEN KENDARAAN BERMOTOR HONDA PCX 150 YANG CACAT PRODUK TEPAT DITINJAU DARI UNDANG-UNDANG NOMOR 8 TAHUN 1999 TENTANG PERLINDUNGAN KONSUMEN;https://repository.upnjatim.ac.id/755/;0;0;0;0
2;deteksi plat nomor kendaraan menggunakan yolo;SEM_BASE;4;15186;0.4918716549873352;;;deteksi plat nomor kendaraan menggunakan yolo;IDENTIFIKASI NOMINAL MATA UANG RUPIAH DALAM SISTEM PENUKARAN UANG SEDERHANA MENGGUNAKAN ARSITEKTUR YOLOv5 DENGAN FASTAPI;https://repository.upnjatim.ac.id/9598/;1;0;1;1
2;deteksi plat nomor kendaraan menggunakan yolo;SEM_FT;13;1594;0.4026947021484375;;;deteksi plat nomor kendaraan menggunakan yolo;IDENTIFIKASI PENGGUNAAN SAFETY HELMET DI AREA KERJA MENGGUNAKAN ALGORITMA YOLOv4;https://repository.upnjatim.ac.id/14986/;1;0;1;1
2;deteksi plat nomor kendaraan menggunakan yolo;SEM_FT;2;9944;0.5037919282913208;;;deteksi plat nomor kendaraan menggunakan yolo;SISTEM DETEKSI PROTOTIPE PARKIR MOBIL BERBASIS YOLOv7 DENGAN OPTIMASI CLAHE;https://repository.upnjatim.ac.id/38252/;1;1;1;1
2;deteksi plat nomor kendaraan menggunakan yolo;SEM_BASE_QE;9;8866;0.49611401557922363;deteksi plat nomor kendaraan menggunakan yolo;undang undangundang gsk pdt jbg permendagri puu terbitnya perma putusan;deteksi plat nomor kendaraan menggunakan yolo undang undangundang gsk pdt jbg permendagri puu terbitnya perma putusan;PERTANGGUNGJAWABAN PIDANA BAGI PELAKU PENIMBUNAN MASKER PADA MASA PANDEMI COVID-19 (Studi di POLRES KOTA MADIUN);https://repository.upnjatim.ac.id/3560/;0;0;0;0
2;deteksi plat nomor kendaraan menggunakan yolo;SEM_FT_QE;6;4321;0.4052293300628662;deteksi plat nomor kendaraan menggunakan yolo;undang undangundang gsk pdt jbg permendagri puu terbitnya perma putusan;deteksi plat nomor kendaraan menggunakan yolo undang undangundang gsk pdt jbg permendagri puu terbitnya perma putusan;ANALISIS YURIDIS PERKARA PEMBUBARAN PERSEROAN TERBATAS YANG DILAKUKAN TANPA MELALUI RAPAT UMUM PEMEGANG SAHAM (RUPS) (STUDI PUTUSAN NOMOR 52/Pdt.G/2023/PN.Jbg);https://repository.upnjatim.ac.id/22153/;0;0;0;0
2;deteksi plat nomor kendaraan menggunakan yolo;SEM_BASE;1;1365;0.5069136023521423;;;deteksi plat nomor kendaraan menggunakan yolo;Analisis Ekspresi Wajah Pengemudi Mobil Untuk Deteksi Kantuk Secara Real-Time Menggunakan Metode YOLOV5;https://repository.upnjatim.ac.id/14435/;1;1;1;1
2;deteksi plat nomor kendaraan menggunakan yolo;SEM_FT_QE;3;14978;0.41306358575820923;deteksi plat nomor kendaraan menggunakan yolo;undang undangundang gsk pdt jbg permendagri puu terbitnya perma putusan;deteksi plat nomor kendaraan menggunakan yolo undang undangundang gsk pdt jbg permendagri puu terbitnya perma putusan;KEDUDUKAN KEPUTUSAN BERSAMA TENTANG PEDOMAN IMPLEMENTASI ATAS PASAL TERTENTU DALAM UNDANG-UNDANG INFORMASI DAN TRANSAKSI ELEKTRONIK DALAM PENYELENGGARAAN PEMERINTAHAN DI INDONESIA;https://repository.upnjatim.ac.id/9040/;0;0;0;0
2;deteksi plat nomor kendaraan menggunakan yolo;SEM_BASE_QE;13;9103;0.4849906265735626;deteksi plat nomor kendaraan menggunakan yolo;undang undangundang gsk pdt jbg permendagri puu terbitnya perma putusan;deteksi plat nomor kendaraan menggunakan yolo undang undangundang gsk pdt jbg permendagri puu terbitnya perma putusan;TINJAUAN YURIDIS PERTANGGUNGJAWABAN MEMPERDAGANGKAN POTASSIUM CHLORATE TANPA IZIN (Studi Putusan Pengadilan Negeri Surabaya No.61/Pid.sus/2020/Pn.Sby);https://repository.upnjatim.ac.id/3627/;0;0;0;0
2;deteksi plat nomor kendaraan menggunakan yolo;BM25_QE;13;12359;;;;deteksi plat nomor kendaraan menggunakan yolo;KEDUDUKAN KOMISI PEMBERANTASAN KORUPSI (KPK) DALAM TEORI KELEMBAGAAN NEGARA (STUDI KASUS PUTUSAN MK NOMOR 36/PUU-XV/2017);https://repository.upnjatim.ac.id/4414/;0;0;0;0
2;deteksi plat nomor kendaraan menggunakan yolo;SEM_FT_QE;15;4037;0.36975350975990295;deteksi plat nomor kendaraan menggunakan yolo;undang undangundang gsk pdt jbg permendagri puu terbitnya perma putusan;deteksi plat nomor kendaraan menggunakan yolo undang undangundang gsk pdt jbg permendagri puu terbitnya perma putusan;USULAN PENENTUAN INTERVAL WAKTU PENGGANTIAN KOMPONEN DENGAN MENGGUNAKAN METODE AGE REPLACEMENT DI PT. XYZ;https://repository.upnjatim.ac.id/2096/;0;0;0;0
2;deteksi plat nomor kendaraan menggunakan yolo;SEM_FT;4;1469;0.46958446502685547;;;deteksi plat nomor kendaraan menggunakan yolo;SISTEM PENGENALAN KENDARAAN BERBASIS VIDEO DENGAN ALGORITMA YOLOv5 UNTUK SIMULASI PENGENDALIAN LAMPU LALU LINTAS;https://repository.upnjatim.ac.id/14645/;2;1;1;1
2;deteksi plat nomor kendaraan menggunakan yolo;BM25_QE;9;5365;;;;deteksi plat nomor kendaraan menggunakan yolo;ANALISIS YURIDIS PENETAPAN PERNIKAHAN ANAK DIBAWAH UMUR (STUDI KASUS NOMOR 131/PDT.P/2022/PN.JBG);https://repository.upnjatim.ac.id/24449/;0;0;0;0
2;deteksi plat nomor kendaraan menggunakan yolo;SEM_BASE;5;2844;0.4862748682498932;;;deteksi plat nomor kendaraan menggunakan yolo;KUALITAS PELAYANAN UJI KENDARAAN BERMOTOR MELALUI DRIVE THRUE DI KABUPATEN SIDOARJO;https://repository.upnjatim.ac.id/1832/;0;0;0;0
2;deteksi plat nomor kendaraan menggunakan yolo;SEM_FT_QE;14;3592;0.3728237748146057;deteksi plat nomor kendaraan menggunakan yolo;undang undangundang gsk pdt jbg permendagri puu terbitnya perma putusan;deteksi plat nomor kendaraan menggunakan yolo undang undangundang gsk pdt jbg permendagri puu terbitnya perma putusan;PENERAPAN PENJATUHAN SANKSI PIDANA NARKOTIKA YANG LEBIH RENDAH DARI HUKUMAN MINIMUM BERDASARKAN SEMA NO 3 TAHUN 2015 DI PENGADILAN NEGERI SURABAYA;https://repository.upnjatim.ac.id/2009/;0;0;0;0
2;deteksi plat nomor kendaraan menggunakan yolo;BM25_QE;3;10046;;;;deteksi plat nomor kendaraan menggunakan yolo;Kedudukan Hukum Penggunaan Putusan Verstek dalam Peralihan Hak atas Tanah Jual Beli Dibawah Tangan (Studi Putusan Nomor 3/Pdt.G/2024/PN Gsk);https://repository.upnjatim.ac.id/38412/;0;0;0;0
2;deteksi plat nomor kendaraan menggunakan yolo;BM25_QE;4;10074;;;;deteksi plat nomor kendaraan menggunakan yolo;Legal Standing of Utilizing Verstek Decisions in the Transfer of Land Rights Through Private Sale and Purchase Agreement (Study of Decision Number 3/Pdt.G/2024/PN Gsk);https://repository.upnjatim.ac.id/38452/;0;0;0;0
