qid;query;system;rank;doc_id;score;expanded_query;title;url;relevance
1;audit internal;NO QE;2;13143;0.6573871374130249;audit internal;"Pembuatan Sistem Audit Mutu Internal Studi Kasus : UPN ""Veteran"" Jawa Timur";https://repository.upnjatim.ac.id/5578/;1
1;audit internal;HYBRID_FILTER;3;1868;0.6729707717895508;audit internal tenure auditor lag going independensi concern komite report kap eksternal;PENGARUH AUDIT TENURE, UKURAN PERUSAHAAN DAN FINANCIAL DISTRESS TERHADAP AUDIT REPORT LAG MELALUI AUDITOR SWITCHING;https://repository.upnjatim.ac.id/15821/;1
1;audit internal;W2V_FILTER;3;1868;0.6729707717895508;audit internal tenure auditor lag going independensi concern komite report kap eksternal;PENGARUH AUDIT TENURE, UKURAN PERUSAHAAN DAN FINANCIAL DISTRESS TERHADAP AUDIT REPORT LAG MELALUI AUDITOR SWITCHING;https://repository.upnjatim.ac.id/15821/;1
1;audit internal;HYBRID;3;5523;0.6357102990150452;audit internal tenure auditor arl lag going independensi concern komite report kap eksternal;Determinan Audit Report Lag di Indonesia (Studi pada Perusahaan Properti Yang Terdaftar BEI pada 2021-2022);https://repository.upnjatim.ac.id/25230/;1
1;audit internal;W2V;3;5523;0.6357102990150452;audit internal tenure auditor arl lag going independensi concern komite report kap eksternal;Determinan Audit Report Lag di Indonesia (Studi pada Perusahaan Properti Yang Terdaftar BEI pada 2021-2022);https://repository.upnjatim.ac.id/25230/;1
1;audit internal;FT_FILTER;3;9259;0.7025628089904785;audit internal auditor eksternal;PENGARUH INDEPENDENSI AUDITOR, KOMPETENSI AUDITOR DAN PROFESIONALISME AUDITOR TERHADAP KUALITAS AUDIT (STUDI PADA KANTOR AKUNTAN PUBLIK WILAYAH SURABAYA);https://repository.upnjatim.ac.id/3673/;1
1;audit internal;NO QE;3;10438;0.6573218107223511;audit internal;PENGARUH UKURAN KANTOR AKUNTAN PUBLIK DAN AUDIT REPORT LAG TERHADAP KUALITAS AUDIT DIMEDIASI AUDITOR SWITCHING;https://repository.upnjatim.ac.id/39095/;1
1;audit internal;FT;3;13143;0.6741247177124023;audit internal audit. auditnya pengaudit auditor auditan auditing mengaudit auditee pengauditan Audit eksternal internal-eksternal internal. internal- internalnya eskternal Internal ekternal internal-internal eksternal.;"Pembuatan Sistem Audit Mutu Internal Studi Kasus : UPN ""Veteran"" Jawa Timur";https://repository.upnjatim.ac.id/5578/;1
1;audit internal;HYBRID;4;1868;0.6207132935523987;audit internal tenure auditor arl lag going independensi concern komite report kap eksternal;PENGARUH AUDIT TENURE, UKURAN PERUSAHAAN DAN FINANCIAL DISTRESS TERHADAP AUDIT REPORT LAG MELALUI AUDITOR SWITCHING;https://repository.upnjatim.ac.id/15821/;1
1;audit internal;W2V;4;1868;0.6207132935523987;audit internal tenure auditor arl lag going independensi concern komite report kap eksternal;PENGARUH AUDIT TENURE, UKURAN PERUSAHAAN DAN FINANCIAL DISTRESS TERHADAP AUDIT REPORT LAG MELALUI AUDITOR SWITCHING;https://repository.upnjatim.ac.id/15821/;1
1;audit internal;NO QE;4;6178;0.6532926559448242;audit internal;DETERMINAN KUALITAS AUDIT DIMODERASI ETIKA AUDITOR;https://repository.upnjatim.ac.id/26710/;1
1;audit internal;FT_FILTER;4;6178;0.6921902894973755;audit internal auditor eksternal;DETERMINAN KUALITAS AUDIT DIMODERASI ETIKA AUDITOR;https://repository.upnjatim.ac.id/26710/;1
1;audit internal;FT;4;8952;0.6542404294013977;audit internal audit. auditnya pengaudit auditor auditan auditing mengaudit auditee pengauditan Audit eksternal internal-eksternal internal. internal- internalnya eskternal Internal ekternal internal-internal eksternal.;PENGARUH KOMPETENSI AUDITOR TERHADAP KUALITAS AUDIT DIMEDIASI KOMITMEN ORGANISASI DI SEKTOR PUBLIK;https://repository.upnjatim.ac.id/3579/;1
1;audit internal;HYBRID_FILTER;4;9391;0.6528527140617371;audit internal tenure auditor lag going independensi concern komite report kap eksternal;DETERMINAN AUDIT REPORT LAG PADA PERUSAHAAN CONSUMER CYCLICALS DI BURSA EFEK INDONESIA TAHUN 2022-2023;https://repository.upnjatim.ac.id/37113/;1
1;audit internal;W2V_FILTER;4;9391;0.6528527140617371;audit internal tenure auditor lag going independensi concern komite report kap eksternal;DETERMINAN AUDIT REPORT LAG PADA PERUSAHAAN CONSUMER CYCLICALS DI BURSA EFEK INDONESIA TAHUN 2022-2023;https://repository.upnjatim.ac.id/37113/;1
1;audit internal;FT_FILTER;5;1450;0.6868190169334412;audit internal auditor eksternal;Pengaruh Kompetensi dan Independensi Terhadap Kualitas Audit dan Etika Auditor Sebagai Variabel Moderasi (Studi Empiris pada Kantor Akuntan Publik di Surabaya);https://repository.upnjatim.ac.id/14615/;1
1;audit internal;NO QE;5;3809;0.639750063419342;audit internal;PENGARUH STRUKTUR AUDIT,KONFLIK PERAN,BUDAYA ORGANISASI,KOMITMEN ORGANISASI,DAN INDEPENDENSI TERHADAP KINERJA AUDITOR;https://repository.upnjatim.ac.id/20481/;1
1;audit internal;FT;5;6629;0.6502960920333862;audit internal audit. auditnya pengaudit auditor auditan auditing mengaudit auditee pengauditan Audit eksternal internal-eksternal internal. internal- internalnya eskternal Internal ekternal internal-internal eksternal.;ANALISIS FAKTOR-FAKTOR YANG MEMPENGARUHI AUDIT DELAY PADA PERUSAHAAN MANUFAKTUR (Studi Empiris pada Perusahaan Manufaktur yang terdaftar di Bursa Efek Indonesia Periode 2016-2020);https://repository.upnjatim.ac.id/27977/;1
1;audit internal;HYBRID;5;10438;0.6064598560333252;audit internal tenure auditor arl lag going independensi concern komite report kap eksternal;PENGARUH UKURAN KANTOR AKUNTAN PUBLIK DAN AUDIT REPORT LAG TERHADAP KUALITAS AUDIT DIMEDIASI AUDITOR SWITCHING;https://repository.upnjatim.ac.id/39095/;1
1;audit internal;HYBRID_FILTER;5;10438;0.6307369470596313;audit internal tenure auditor lag going independensi concern komite report kap eksternal;PENGARUH UKURAN KANTOR AKUNTAN PUBLIK DAN AUDIT REPORT LAG TERHADAP KUALITAS AUDIT DIMEDIASI AUDITOR SWITCHING;https://repository.upnjatim.ac.id/39095/;1
1;audit internal;W2V;5;10438;0.6064598560333252;audit internal tenure auditor arl lag going independensi concern komite report kap eksternal;PENGARUH UKURAN KANTOR AKUNTAN PUBLIK DAN AUDIT REPORT LAG TERHADAP KUALITAS AUDIT DIMEDIASI AUDITOR SWITCHING;https://repository.upnjatim.ac.id/39095/;1
1;audit internal;W2V_FILTER;5;10438;0.6307369470596313;audit internal tenure auditor lag going independensi concern komite report kap eksternal;PENGARUH UKURAN KANTOR AKUNTAN PUBLIK DAN AUDIT REPORT LAG TERHADAP KUALITAS AUDIT DIMEDIASI AUDITOR SWITCHING;https://repository.upnjatim.ac.id/39095/;1
1;audit internal;FT_FILTER;6;6180;0.686060905456543;audit internal auditor eksternal;PENGARUH KOMPETENSI DAN PENGALAMAN AUDITOR TERHADAP KUALITAS AUDIT DIMODERASI PENERAPAN TEKNOLOGI INFORMASI;https://repository.upnjatim.ac.id/26712/;1
1;audit internal;HYBRID;6;7183;0.5973576307296753;audit internal tenure auditor arl lag going independensi concern komite report kap eksternal;Pengaruh Afiliasi KAP Big Four dan Komite Audit Terhadap Integritas Laporan Keuangan (Studi Kasus Industri Sektor Perbankan Pada BEI Periode 2020-2023);https://repository.upnjatim.ac.id/29485/;1
1;audit internal;HYBRID_FILTER;6;7183;0.6143597364425659;audit internal tenure auditor lag going independensi concern komite report kap eksternal;Pengaruh Afiliasi KAP Big Four dan Komite Audit Terhadap Integritas Laporan Keuangan (Studi Kasus Industri Sektor Perbankan Pada BEI Periode 2020-2023);https://repository.upnjatim.ac.id/29485/;1
1;audit internal;W2V;6;7183;0.5973576307296753;audit internal tenure auditor arl lag going independensi concern komite report kap eksternal;Pengaruh Afiliasi KAP Big Four dan Komite Audit Terhadap Integritas Laporan Keuangan (Studi Kasus Industri Sektor Perbankan Pada BEI Periode 2020-2023);https://repository.upnjatim.ac.id/29485/;1
1;audit internal;W2V_FILTER;6;7183;0.6143597364425659;audit internal tenure auditor lag going independensi concern komite report kap eksternal;Pengaruh Afiliasi KAP Big Four dan Komite Audit Terhadap Integritas Laporan Keuangan (Studi Kasus Industri Sektor Perbankan Pada BEI Periode 2020-2023);https://repository.upnjatim.ac.id/29485/;1
1;audit internal;NO QE;6;8952;0.635648250579834;audit internal;PENGARUH KOMPETENSI AUDITOR TERHADAP KUALITAS AUDIT DIMEDIASI KOMITMEN ORGANISASI DI SEKTOR PUBLIK;https://repository.upnjatim.ac.id/3579/;1
1;audit internal;FT;6;10222;0.6466584205627441;audit internal audit. auditnya pengaudit auditor auditan auditing mengaudit auditee pengauditan Audit eksternal internal-eksternal internal. internal- internalnya eskternal Internal ekternal internal-internal eksternal.;Pengaruh Teknologi Cybersecurity dan Kompetensi Auditor Terhadap Kualitas Audit Di Era Digital;https://repository.upnjatim.ac.id/38695/;1
1;audit internal;FT;7;4713;0.6464996337890625;audit internal audit. auditnya pengaudit auditor auditan auditing mengaudit auditee pengauditan Audit eksternal internal-eksternal internal. internal- internalnya eskternal Internal ekternal internal-internal eksternal.;Pengaruh Self-Efficacy, Tekanan Ketaatan, Kompleksitas Tugas dan Pengalaman Auditor terhadap Audit Judgment Pada BPK RI Perwakilan Provinsi Jawa Timur;https://repository.upnjatim.ac.id/23316/;1
1;audit internal;HYBRID;7;5003;0.5680303573608398;audit internal tenure auditor arl lag going independensi concern komite report kap eksternal;Peran Pengungkapan ESG dalam Memediasi Pengaruh Dewan Direksi dan Komite Audit Terhadap Kinerja BUMN;https://repository.upnjatim.ac.id/23874/;1
1;audit internal;HYBRID_FILTER;7;5003;0.5835988521575928;audit internal tenure auditor lag going independensi concern komite report kap eksternal;Peran Pengungkapan ESG dalam Memediasi Pengaruh Dewan Direksi dan Komite Audit Terhadap Kinerja BUMN;https://repository.upnjatim.ac.id/23874/;1
1;audit internal;W2V;7;5003;0.5680303573608398;audit internal tenure auditor arl lag going independensi concern komite report kap eksternal;Peran Pengungkapan ESG dalam Memediasi Pengaruh Dewan Direksi dan Komite Audit Terhadap Kinerja BUMN;https://repository.upnjatim.ac.id/23874/;1
1;audit internal;W2V_FILTER;7;5003;0.5835988521575928;audit internal tenure auditor lag going independensi concern komite report kap eksternal;Peran Pengungkapan ESG dalam Memediasi Pengaruh Dewan Direksi dan Komite Audit Terhadap Kinerja BUMN;https://repository.upnjatim.ac.id/23874/;1
1;audit internal;NO QE;7;6629;0.6352049708366394;audit internal;ANALISIS FAKTOR-FAKTOR YANG MEMPENGARUHI AUDIT DELAY PADA PERUSAHAAN MANUFAKTUR (Studi Empiris pada Perusahaan Manufaktur yang terdaftar di Bursa Efek Indonesia Periode 2016-2020);https://repository.upnjatim.ac.id/27977/;1
1;audit internal;FT_FILTER;7;8952;0.6677273511886597;audit internal auditor eksternal;PENGARUH KOMPETENSI AUDITOR TERHADAP KUALITAS AUDIT DIMEDIASI KOMITMEN ORGANISASI DI SEKTOR PUBLIK;https://repository.upnjatim.ac.id/3579/;1
1;audit internal;FT;8;1450;0.6463134288787842;audit internal audit. auditnya pengaudit auditor auditan auditing mengaudit auditee pengauditan Audit eksternal internal-eksternal internal. internal- internalnya eskternal Internal ekternal internal-internal eksternal.;Pengaruh Kompetensi dan Independensi Terhadap Kualitas Audit dan Etika Auditor Sebagai Variabel Moderasi (Studi Empiris pada Kantor Akuntan Publik di Surabaya);https://repository.upnjatim.ac.id/14615/;1
1;audit internal;HYBRID;8;3809;0.5424976944923401;audit internal tenure auditor arl lag going independensi concern komite report kap eksternal;PENGARUH STRUKTUR AUDIT,KONFLIK PERAN,BUDAYA ORGANISASI,KOMITMEN ORGANISASI,DAN INDEPENDENSI TERHADAP KINERJA AUDITOR;https://repository.upnjatim.ac.id/20481/;1
1;audit internal;W2V;8;3809;0.5424976944923401;audit internal tenure auditor arl lag going independensi concern komite report kap eksternal;PENGARUH STRUKTUR AUDIT,KONFLIK PERAN,BUDAYA ORGANISASI,KOMITMEN ORGANISASI,DAN INDEPENDENSI TERHADAP KINERJA AUDITOR;https://repository.upnjatim.ac.id/20481/;1
1;audit internal;NO QE;8;6180;0.634630560874939;audit internal;PENGARUH KOMPETENSI DAN PENGALAMAN AUDITOR TERHADAP KUALITAS AUDIT DIMODERASI PENERAPAN TEKNOLOGI INFORMASI;https://repository.upnjatim.ac.id/26712/;1
1;audit internal;HYBRID_FILTER;8;10045;0.574907124042511;audit internal tenure auditor lag going independensi concern komite report kap eksternal;PENGARUH REPUTASI KAP, AUDIT TENURE DAN AUDITOR SWITCHING TERHADAP KUALITAS AUDIT DENGAN AUDIT FEE SEBAGAI VARIABEL MODERASI PADA PERUSAHAAN MANUFAKTUR YANG TERDAFTAR DI BURSA EFEK INDONESIA;https://repository.upnjatim.ac.id/3841/;1
1;audit internal;W2V_FILTER;8;10045;0.574907124042511;audit internal tenure auditor lag going independensi concern komite report kap eksternal;PENGARUH REPUTASI KAP, AUDIT TENURE DAN AUDITOR SWITCHING TERHADAP KUALITAS AUDIT DENGAN AUDIT FEE SEBAGAI VARIABEL MODERASI PADA PERUSAHAAN MANUFAKTUR YANG TERDAFTAR DI BURSA EFEK INDONESIA;https://repository.upnjatim.ac.id/3841/;1
1;audit internal;FT_FILTER;8;10438;0.6668863296508789;audit internal auditor eksternal;PENGARUH UKURAN KANTOR AKUNTAN PUBLIK DAN AUDIT REPORT LAG TERHADAP KUALITAS AUDIT DIMEDIASI AUDITOR SWITCHING;https://repository.upnjatim.ac.id/39095/;1
1;audit internal;HYBRID;9;6278;0.5369212031364441;audit internal tenure auditor arl lag going independensi concern komite report kap eksternal;Pengaruh Audit Fee, Audit Tenure, Dan Audit Delay Terhadap Kualitas Audit Dengan Komite Audit Sebagai Variabel Moderasi;https://repository.upnjatim.ac.id/26913/;1
1;audit internal;W2V;9;6278;0.5369212031364441;audit internal tenure auditor arl lag going independensi concern komite report kap eksternal;Pengaruh Audit Fee, Audit Tenure, Dan Audit Delay Terhadap Kualitas Audit Dengan Komite Audit Sebagai Variabel Moderasi;https://repository.upnjatim.ac.id/26913/;1
1;audit internal;NO QE;9;6458;0.6317472457885742;audit internal;KREDIBILITAS DAN AKURASI VIRTUALISASI AUDIT TERHADAP KUALITAS ASSESMENT DAN OPINI AUDITOR;https://repository.upnjatim.ac.id/27225/;1
1;audit internal;FT_FILTER;9;6458;0.6597286462783813;audit internal auditor eksternal;KREDIBILITAS DAN AKURASI VIRTUALISASI AUDIT TERHADAP KUALITAS ASSESMENT DAN OPINI AUDITOR;https://repository.upnjatim.ac.id/27225/;1
1;audit internal;HYBRID_FILTER;9;6629;0.5742286443710327;audit internal tenure auditor lag going independensi concern komite report kap eksternal;ANALISIS FAKTOR-FAKTOR YANG MEMPENGARUHI AUDIT DELAY PADA PERUSAHAAN MANUFAKTUR (Studi Empiris pada Perusahaan Manufaktur yang terdaftar di Bursa Efek Indonesia Periode 2016-2020);https://repository.upnjatim.ac.id/27977/;1
1;audit internal;W2V_FILTER;9;6629;0.5742286443710327;audit internal tenure auditor lag going independensi concern komite report kap eksternal;ANALISIS FAKTOR-FAKTOR YANG MEMPENGARUHI AUDIT DELAY PADA PERUSAHAAN MANUFAKTUR (Studi Empiris pada Perusahaan Manufaktur yang terdaftar di Bursa Efek Indonesia Periode 2016-2020);https://repository.upnjatim.ac.id/27977/;1
1;audit internal;FT;9;10438;0.645904541015625;audit internal audit. auditnya pengaudit auditor auditan auditing mengaudit auditee pengauditan Audit eksternal internal-eksternal internal. internal- internalnya eskternal Internal ekternal internal-internal eksternal.;PENGARUH UKURAN KANTOR AKUNTAN PUBLIK DAN AUDIT REPORT LAG TERHADAP KUALITAS AUDIT DIMEDIASI AUDITOR SWITCHING;https://repository.upnjatim.ac.id/39095/;1
1;audit internal;NO QE;10;1450;0.6307282447814941;audit internal;Pengaruh Kompetensi dan Independensi Terhadap Kualitas Audit dan Etika Auditor Sebagai Variabel Moderasi (Studi Empiris pada Kantor Akuntan Publik di Surabaya);https://repository.upnjatim.ac.id/14615/;1
1;audit internal;HYBRID_FILTER;10;4676;0.5700889825820923;audit internal tenure auditor lag going independensi concern komite report kap eksternal;Pengaruh Audit Tenure, Audit Fee, Ukuran Perusahaan, Dan Auditor Switching Terhadap Audit Report Lag Dan Kualitas Audit Pada Perusahaan Property & Real Estate Yang Terdaftar di BEI Tahun 2018-2022;https://repository.upnjatim.ac.id/23248/;1
1;audit internal;W2V_FILTER;10;4676;0.5700889825820923;audit internal tenure auditor lag going independensi concern komite report kap eksternal;Pengaruh Audit Tenure, Audit Fee, Ukuran Perusahaan, Dan Auditor Switching Terhadap Audit Report Lag Dan Kualitas Audit Pada Perusahaan Property & Real Estate Yang Terdaftar di BEI Tahun 2018-2022;https://repository.upnjatim.ac.id/23248/;1
1;audit internal;HYBRID;10;6629;0.5361185669898987;audit internal tenure auditor arl lag going independensi concern komite report kap eksternal;ANALISIS FAKTOR-FAKTOR YANG MEMPENGARUHI AUDIT DELAY PADA PERUSAHAAN MANUFAKTUR (Studi Empiris pada Perusahaan Manufaktur yang terdaftar di Bursa Efek Indonesia Periode 2016-2020);https://repository.upnjatim.ac.id/27977/;1
1;audit internal;W2V;10;6629;0.5361185669898987;audit internal tenure auditor arl lag going independensi concern komite report kap eksternal;ANALISIS FAKTOR-FAKTOR YANG MEMPENGARUHI AUDIT DELAY PADA PERUSAHAAN MANUFAKTUR (Studi Empiris pada Perusahaan Manufaktur yang terdaftar di Bursa Efek Indonesia Periode 2016-2020);https://repository.upnjatim.ac.id/27977/;1
1;audit internal;FT_FILTER;10;6869;0.6577231884002686;audit internal auditor eksternal;ANALISIS KOMPETENSI DAN INDEPENDENSI AUDITOR TERHADAP KUALITAS AUDIT DENGAN DUE PROFESSIONAL CARE SEBAGAI VARIABEL INTERVENING (Studi pada Kantor Akuntan Publik di Surabaya Timur);https://repository.upnjatim.ac.id/2891/;1
1;audit internal;FT;10;9259;0.6446655988693237;audit internal audit. auditnya pengaudit auditor auditan auditing mengaudit auditee pengauditan Audit eksternal internal-eksternal internal. internal- internalnya eskternal Internal ekternal internal-internal eksternal.;PENGARUH INDEPENDENSI AUDITOR, KOMPETENSI AUDITOR DAN PROFESIONALISME AUDITOR TERHADAP KUALITAS AUDIT (STUDI PADA KANTOR AKUNTAN PUBLIK WILAYAH SURABAYA);https://repository.upnjatim.ac.id/3673/;1
2;budaya organisasi;NO QE;1;3712;0.5162630081176758;budaya organisasi;PENGARUH KOMPETENSI DAN BUDAYA ORGANISASI TERHADAP KINERJA PEGAWAI MELALUI KOMITMEN ORGANISASI SEBAGAI VARIABEL INTERVENING (Studi Pada Kantor Pelayanan Pajak Perusahaan Masuk Bursa Jakarta Selatan);https://repository.upnjatim.ac.id/20295/;1
2;budaya organisasi;FT_FILTER;1;3712;0.5162630081176758;budaya organisasi;PENGARUH KOMPETENSI DAN BUDAYA ORGANISASI TERHADAP KINERJA PEGAWAI MELALUI KOMITMEN ORGANISASI SEBAGAI VARIABEL INTERVENING (Studi Pada Kantor Pelayanan Pajak Perusahaan Masuk Bursa Jakarta Selatan);https://repository.upnjatim.ac.id/20295/;1
2;budaya organisasi;FT;1;4709;0.5508043169975281;budaya organisasi kebudayaan budayabudaya budayaBudaya .budaya budaya2 senibudaya buadaya sosialbudaya budayanya buday organisasai oganisasi organisai-organisasi organisasi.Organisasi organisasi-organisasi organisasiorganisasi organisasi- oragnisasi organisasinya organisaasi;POLA KOMUNIKASI ANTARBUDAYA DALAM PERNIKAHAN PADA KELUARGA SUKU BATAK TOBA DENGAN KELUARGA SUKU JAWA (Studi deskriptif kualitatif komunikasi lintas budaya pasangan suami istri beretnis Batak - Jawa);https://repository.upnjatim.ac.id/2331/;0
2;budaya organisasi;HYBRID;1;5797;0.6320143938064575;budaya organisasi komitmen;Pengaruh Budaya Organisasi dan Kompensasi terhadap Komitmen Organisasi pada PT INKA Multi Solusi;https://repository.upnjatim.ac.id/25884/;1
2;budaya organisasi;HYBRID_FILTER;1;5797;0.6320143938064575;budaya organisasi komitmen;Pengaruh Budaya Organisasi dan Kompensasi terhadap Komitmen Organisasi pada PT INKA Multi Solusi;https://repository.upnjatim.ac.id/25884/;1
2;budaya organisasi;W2V;1;5797;0.6320143938064575;budaya organisasi komitmen;Pengaruh Budaya Organisasi dan Kompensasi terhadap Komitmen Organisasi pada PT INKA Multi Solusi;https://repository.upnjatim.ac.id/25884/;1
2;budaya organisasi;W2V_FILTER;1;5797;0.6320143938064575;budaya organisasi komitmen;Pengaruh Budaya Organisasi dan Kompensasi terhadap Komitmen Organisasi pada PT INKA Multi Solusi;https://repository.upnjatim.ac.id/25884/;1
2;budaya organisasi;HYBRID;2;3712;0.593370795249939;budaya organisasi komitmen;PENGARUH KOMPETENSI DAN BUDAYA ORGANISASI TERHADAP KINERJA PEGAWAI MELALUI KOMITMEN ORGANISASI SEBAGAI VARIABEL INTERVENING (Studi Pada Kantor Pelayanan Pajak Perusahaan Masuk Bursa Jakarta Selatan);https://repository.upnjatim.ac.id/20295/;1
2;budaya organisasi;HYBRID_FILTER;2;3712;0.593370795249939;budaya organisasi komitmen;PENGARUH KOMPETENSI DAN BUDAYA ORGANISASI TERHADAP KINERJA PEGAWAI MELALUI KOMITMEN ORGANISASI SEBAGAI VARIABEL INTERVENING (Studi Pada Kantor Pelayanan Pajak Perusahaan Masuk Bursa Jakarta Selatan);https://repository.upnjatim.ac.id/20295/;1
2;budaya organisasi;W2V;2;3712;0.593370795249939;budaya organisasi komitmen;PENGARUH KOMPETENSI DAN BUDAYA ORGANISASI TERHADAP KINERJA PEGAWAI MELALUI KOMITMEN ORGANISASI SEBAGAI VARIABEL INTERVENING (Studi Pada Kantor Pelayanan Pajak Perusahaan Masuk Bursa Jakarta Selatan);https://repository.upnjatim.ac.id/20295/;1
2;budaya organisasi;W2V_FILTER;2;3712;0.593370795249939;budaya organisasi komitmen;PENGARUH KOMPETENSI DAN BUDAYA ORGANISASI TERHADAP KINERJA PEGAWAI MELALUI KOMITMEN ORGANISASI SEBAGAI VARIABEL INTERVENING (Studi Pada Kantor Pelayanan Pajak Perusahaan Masuk Bursa Jakarta Selatan);https://repository.upnjatim.ac.id/20295/;1
2;budaya organisasi;NO QE;2;6736;0.49012869596481323;budaya organisasi;PENGARUH BUDAYA ORGANISASI, GAYA KEPEMIMPINAN DAN LINGKUNGAN KERJA TERHADAP KINERJA KARYAWAN PADA PT PELAYARAN NASIONAL INDONESIA (CABANG SURABAYA);https://repository.upnjatim.ac.id/28222/;1
2;budaya organisasi;FT_FILTER;2;6736;0.49012869596481323;budaya organisasi;PENGARUH BUDAYA ORGANISASI, GAYA KEPEMIMPINAN DAN LINGKUNGAN KERJA TERHADAP KINERJA KARYAWAN PADA PT PELAYARAN NASIONAL INDONESIA (CABANG SURABAYA);https://repository.upnjatim.ac.id/28222/;1
